	Time (ms)	Amplitude	Rise (ms)	Decay (ms)	Area	Baseline	Noise	Group	Channel	10-90Rise	HalfWidth	Rise50	Peak Dir	Burst#	BurstE#	10-90Slope	Rel Time	
181.00	19749.90	19.36	1.10	2.50	40.69	8.65	2.02	0.00	0.00	0.73	2.13	0.70	-1.00	0.00	0.00	-21.31	63.50	
182.00	19770.30	6.37	1.50	0.40	7.25	8.00	0.60	0.00	0.00	1.36	0.66	0.40	-1.00	0.00	0.00	-3.75	83.90	
183.00	19781.00	6.22	1.30	0.60	6.43	8.07	0.42	0.00	0.00	1.15	0.57	0.20	-1.00	0.00	0.00	-4.33	94.60	
184.00	19918.90	9.28	1.60	2.90	22.57	11.29	-0.13	0.00	0.00	0.56	1.44	0.40	-1.00	0.00	0.00	-13.23	78.90	
185.00	19930.70	15.61	1.00	1.80	25.68	8.79	-0.07	0.00	0.00	0.51	1.90	0.50	-1.00	0.00	0.00	-24.41	116.30	
186.00	19943.90	10.53	0.80	1.60	17.89	8.99	-1.36	0.00	0.00	0.58	1.88	0.50	-1.00	0.00	0.00	-14.64	1.50	
187.00	19946.80	6.75	3.70	1.30	24.18	7.91	-1.68	255.00	0.00	3.57	0.88	0.40	-1.00	0.00	0.00	-1.51	81.20	
188.00	19955.50	9.34	1.60	1.50	18.57	9.13	0.10	0.00	0.00	1.39	2.24	1.10	-1.00	0.00	0.00	-5.38	13.10	
189.00	20048.50	15.66	0.90	2.70	31.56	9.16	1.31	0.00	0.00	0.62	2.01	0.50	-1.00	0.00	0.00	-20.32	106.10	
190.00	20163.60	6.94	2.10	1.10	12.67	10.80	0.95	0.00	0.00	1.90	1.75	0.90	-1.00	0.00	0.00	-2.91	93.20	
191.00	20348.10	8.63	0.80	1.50	12.00	9.66	-0.34	0.00	0.00	0.50	1.35	0.60	-1.00	0.00	0.00	-13.83	21.70	
192.00	20463.60	17.05	0.80	2.90	42.37	12.39	-0.83	0.00	0.00	0.49	3.13	0.50	-1.00	0.00	0.00	-27.61	9.20	
193.00	20725.10	11.60	1.60	2.20	24.08	10.94	0.79	0.00	0.00	1.38	1.60	1.20	-1.00	0.00	0.00	-6.71	14.70	
194.00	20949.40	6.36	1.60	1.20	8.82	10.76	-0.87	0.00	0.00	1.10	0.99	0.80	-1.00	0.00	0.00	-4.64	85.40	
195.00	21119.60	15.06	0.90	3.90	44.04	11.49	-0.49	0.00	0.00	0.59	2.36	0.60	-1.00	0.00	0.00	-20.53	25.20	
196.00	21142.00	21.24	3.20	1.70	39.19	8.16	0.26	0.00	0.00	0.69	1.65	0.60	-1.00	0.00	0.00	-24.73	47.60	
197.00	21160.30	13.21	0.90	2.70	31.38	8.47	0.65	0.00	0.00	0.36	2.43	0.40	-1.00	0.00	0.00	-29.35	65.90	
198.00	21167.80	11.83	4.00	2.30	31.32	7.51	1.05	255.00	0.00	1.74	2.05	0.50	-1.00	0.00	0.00	-5.43	73.40	
199.00	21177.10	16.25	1.00	2.30	31.64	7.13	-0.03	0.00	0.00	0.71	1.46	0.70	-1.00	0.00	0.00	-18.19	82.70	
200.00	21180.80	12.57	7.90	1.40	66.60	9.70	-0.36	255.00	0.00	4.73	1.59	0.50	-1.00	0.00	0.00	-2.13	86.40	
201.00	21209.30	8.66	0.90	2.10	15.18	8.27	-1.11	0.00	0.00	0.75	1.72	0.30	-1.00	0.00	0.00	-9.29	114.90	
202.00	21564.20	6.07	2.20	1.10	9.03	9.57	-0.46	0.00	0.00	1.85	0.95	0.30	-1.00	0.00	0.00	-2.63	85.80	
203.00	21689.00	8.02	0.50	2.50	16.80	10.58	-0.66	0.00	0.00	0.39	2.30	0.30	-1.00	0.00	0.00	-16.62	82.60	
204.00	21710.00	8.59	6.40	1.70	31.07	10.62	0.05	0.00	0.00	6.24	1.86	0.80	-1.00	0.00	0.00	-1.10	1.20	
205.00	21746.20	9.46	2.20	3.20	27.63	11.67	2.60	0.00	0.00	0.91	1.82	1.00	-1.00	0.00	0.00	-8.32	11.80	
206.00	21806.90	11.74	0.60	1.80	17.01	10.87	0.17	0.00	0.00	0.38	1.21	0.30	-1.00	0.00	0.00	-24.97	72.50	
207.00	21930.80	7.14	2.90	1.50	16.76	11.23	-2.98	0.00	0.00	2.44	0.99	0.20	-1.00	0.00	0.00	-2.34	68.40	
208.00	22102.20	14.37	1.00	2.50	31.27	11.68	-0.60	0.00	0.00	0.65	2.26	0.70	-1.00	0.00	0.00	-17.70	111.80	
209.00	22199.70	6.47	1.50	0.30	6.53	11.59	-0.86	0.00	0.00	1.25	0.99	0.90	-1.00	0.00	0.00	-4.13	81.30	
210.00	22325.50	9.67	5.00	3.10	36.44	12.41	-0.51	255.00	0.00	3.32	1.70	0.80	-1.00	0.00	0.00	-2.33	2.30	
211.00	22407.60	9.74	1.60	1.60	15.96	12.13	0.80	0.00	0.00	1.03	1.21	0.60	-1.00	0.00	0.00	-7.58	33.20	
212.00	22622.50	9.51	0.70	2.40	17.74	11.54	-0.13	0.00	0.00	0.50	1.68	0.60	-1.00	0.00	0.00	-15.18	120.10	
213.00	22733.60	13.86	1.20	2.50	30.52	11.78	0.42	0.00	0.00	0.73	1.86	0.80	-1.00	0.00	0.00	-15.28	103.20	
214.00	22855.30	12.96	1.60	2.10	24.90	11.62	-1.90	0.00	0.00	0.59	1.84	0.60	-1.00	0.00	0.00	-17.67	96.90	
215.00	22896.30	17.37	1.20	3.20	44.54	13.42	-0.06	0.00	0.00	0.44	2.75	0.30	-1.00	0.00	0.00	-31.88	9.90	
216.00	22904.80	11.37	1.30	18.50	195.06	11.98	-0.91	0.00	0.00	1.14	2.33	1.00	-1.00	0.00	0.00	-7.97	120.80	
217.00	22907.50	16.26	4.00	2.90	63.18	10.92	0.47	255.00	0.00	3.29	2.43	1.00	-1.00	0.00	0.00	-3.95	72.30	
218.00	22912.30	26.36	8.80	3.10	135.55	11.19	1.38	255.00	0.00	8.43	2.68	0.50	-1.00	0.00	0.00	-2.50	77.10	
219.00	23126.30	6.50	1.10	0.80	5.33	10.81	0.72	0.00	0.00	0.98	0.40	0.30	-1.00	0.00	0.00	-5.32	111.90	
220.00	23242.00	6.79	1.70	1.60	13.15	11.48	-0.70	0.00	0.00	1.52	1.13	1.00	-1.00	0.00	0.00	-3.57	74.00	
221.00	23326.20	16.93	1.00	4.60	52.84	10.30	-1.97	0.00	0.00	0.36	2.09	0.80	-1.00	0.00	0.00	-37.38	55.80	
222.00	23371.30	21.07	3.40	4.40	65.74	9.50	-0.49	0.00	0.00	0.48	1.43	0.50	-1.00	0.00	0.00	-35.26	100.90	
223.00	23390.60	9.75	1.30	2.10	19.70	7.48	0.88	0.00	0.00	0.85	2.28	0.70	-1.00	0.00	0.00	-9.14	17.80	
224.00	23395.30	7.91	1.60	2.10	16.20	7.40	-0.87	255.00	0.00	1.49	0.93	0.20	-1.00	0.00	0.00	-4.24	48.10	
225.00	23400.90	24.94	0.80	2.50	51.07	3.65	1.08	255.00	0.00	0.34	2.35	0.40	-1.00	0.00	0.00	-58.08	28.10	
226.00	23556.70	12.21	0.90	1.80	17.98	11.64	0.01	0.00	0.00	0.54	1.41	0.30	-1.00	0.00	0.00	-18.06	55.90	
227.00	23626.10	21.52	0.50	3.30	50.16	10.32	1.05	0.00	0.00	0.33	2.28	0.40	-1.00	0.00	0.00	-51.42	125.30	
228.00	23642.20	8.50	0.80	4.00	22.97	9.05	0.59	0.00	0.00	0.60	1.40	0.60	-1.00	0.00	0.00	-11.32	13.40	
229.00	23670.90	8.88	0.70	3.00	17.85	10.97	0.74	0.00	0.00	0.45	1.13	0.30	-1.00	0.00	0.00	-15.67	42.10	
230.00	23802.70	19.59	1.10	3.20	47.43	11.17	-2.79	0.00	0.00	0.47	1.82	0.80	-1.00	0.00	0.00	-33.66	45.90	
231.00	23877.80	8.38	1.60	1.60	13.82	11.11	0.65	0.00	0.00	0.76	1.72	0.80	-1.00	0.00	0.00	-8.80	121.00	
232.00	23923.30	10.01	1.60	1.90	21.28	10.81	1.69	0.00	0.00	1.46	2.22	1.40	-1.00	0.00	0.00	-5.49	38.50	
233.00	24064.90	9.34	1.20	1.30	11.20	11.24	-0.25	0.00	0.00	0.62	1.17	0.50	-1.00	0.00	0.00	-12.12	52.10	
234.00	24185.20	10.42	0.60	2.00	16.71	11.86	1.16	0.00	0.00	0.49	1.35	0.40	-1.00	0.00	0.00	-16.89	44.40	
235.00	24202.20	12.29	0.80	2.20	24.02	10.26	0.29	0.00	0.00	0.49	2.13	0.40	-1.00	0.00	0.00	-20.06	61.40	
236.00	24244.20	15.04	1.10	2.80	34.55	10.56	0.32	0.00	0.00	0.43	1.77	0.50	-1.00	0.00	0.00	-28.25	103.40	
237.00	24269.20	9.02	0.50	2.20	13.99	10.72	0.81	0.00	0.00	0.30	1.11	0.30	-1.00	0.00	0.00	-23.88	128.40	
238.00	24317.00	15.87	0.90	2.60	31.14	8.97	0.01	0.00	0.00	0.48	1.69	0.60	-1.00	0.00	0.00	-26.58	48.20	
239.00	24567.20	8.09	1.10	1.10	9.50	11.26	0.43	0.00	0.00	0.91	1.00	0.60	-1.00	0.00	0.00	-7.10	42.40	
240.00	24586.30	11.14	0.80	1.40	13.74	9.44	-0.74	0.00	0.00	0.52	1.51	0.50	-1.00	0.00	0.00	-17.20	61.50	
241.00	25310.20	6.16	1.20	0.70	6.23	10.85	1.24	0.00	0.00	1.07	1.17	0.70	-1.00	0.00	0.00	-4.60	17.40	
242.00	25408.80	6.07	1.90	1.00	9.23	10.35	1.00	0.00	0.00	1.55	1.25	0.50	-1.00	0.00	0.00	-3.13	116.00	
243.00	25417.50	8.38	1.00	3.30	23.53	11.42	0.13	0.00	0.00	0.84	3.72	0.80	-1.00	0.00	0.00	-7.97	124.70	
244.00	25429.00	8.40	1.00	1.20	12.28	10.62	0.46	0.00	0.00	0.81	1.71	0.70	-1.00	0.00	0.00	-8.29	8.20	
245.00	25615.10	15.17	0.90	3.00	36.93	10.26	2.51	0.00	0.00	0.63	2.09	0.70	-1.00	0.00	0.00	-19.27	66.30	
246.00	25715.50	19.57	0.90	1.90	38.08	11.79	-1.22	0.00	0.00	0.48	2.07	0.60	-1.00	0.00	0.00	-32.83	38.70	
247.00	25725.10	7.49	1.00	1.20	9.12	9.00	-2.16	255.00	0.00	0.61	1.25	0.60	-1.00	0.00	0.00	-9.75	125.10	
248.00	25800.70	12.39	2.00	3.50	35.91	11.03	0.35	0.00	0.00	1.17	2.22	1.10	-1.00	0.00	0.00	-8.46	123.90	
249.00	26417.80	13.80	0.60	1.80	21.06	10.03	0.53	0.00	0.00	0.51	1.37	0.40	-1.00	0.00	0.00	-21.67	101.00	
250.00	26451.40	11.81	1.60	3.90	37.14	9.17	-0.38	0.00	0.00	1.03	1.99	1.00	-1.00	0.00	0.00	-9.15	6.60	
251.00	26453.90	11.74	6.40	3.50	64.51	11.34	-1.03	255.00	0.00	4.05	4.87	3.50	-1.00	0.00	0.00	-2.32	85.90	
252.00	26542.20	6.82	1.50	0.40	7.46	7.31	-0.54	0.00	0.00	1.34	1.27	1.00	-1.00	0.00	0.00	-4.08	97.40	
253.00	26545.60	6.35	1.20	0.70	6.29	8.07	-0.78	0.00	0.00	0.89	1.12	0.80	-1.00	0.00	0.00	-5.69	75.20	
254.00	26570.90	7.38	1.40	1.00	9.24	9.66	-0.80	0.00	0.00	1.12	0.70	0.30	-1.00	0.00	0.00	-5.28	126.10	
255.00	26578.60	8.92	1.30	2.30	19.66	9.82	0.74	0.00	0.00	0.75	2.63	0.60	-1.00	0.00	0.00	-9.58	5.80	
256.00	26580.30	7.88	2.90	0.50	17.05	9.13	-0.80	255.00	0.00	2.49	2.61	2.30	-1.00	0.00	0.00	-2.53	84.30	
257.00	26745.90	13.32	0.60	3.60	37.53	11.36	-0.80	0.00	0.00	0.34	3.76	0.50	-1.00	0.00	0.00	-31.53	45.10	
258.00	26812.70	6.13	1.30	0.60	5.56	9.54	-1.13	0.00	0.00	0.88	0.74	0.40	-1.00	0.00	0.00	-5.56	86.30	
259.00	26870.60	7.89	1.30	1.60	12.31	11.38	1.15	0.00	0.00	0.87	1.55	0.70	-1.00	0.00	0.00	-7.24	41.80	
260.00	27146.10	6.35	2.00	0.40	7.15	12.23	1.65	0.00	0.00	1.91	0.41	0.20	-1.00	0.00	0.00	-2.66	61.30	
261.00	27176.30	7.11	1.00	1.80	11.29	12.17	-0.89	0.00	0.00	0.83	1.32	0.50	-1.00	0.00	0.00	-6.84	91.50	
262.00	27292.30	13.78	0.60	1.90	20.82	10.80	-1.40	0.00	0.00	0.41	1.49	0.40	-1.00	0.00	0.00	-27.01	79.50	
263.00	27374.80	12.18	1.60	3.00	34.45	10.16	0.05	0.00	0.00	1.41	2.40	0.40	-1.00	0.00	0.00	-6.92	34.00	
264.00	27458.00	15.30	0.90	1.40	23.20	7.18	0.33	0.00	0.00	0.31	1.61	0.70	-1.00	0.00	0.00	-39.59	117.20	
265.00	27532.90	7.75	2.10	1.90	15.71	9.09	0.25	0.00	0.00	1.92	1.60	0.50	-1.00	0.00	0.00	-3.23	64.10	
266.00	27551.60	6.51	2.20	4.10	21.79	10.25	-0.16	0.00	0.00	2.05	1.01	0.30	-1.00	0.00	0.00	-2.54	57.20	
267.00	27672.10	6.08	1.00	1.80	9.29	10.14	-0.52	0.00	0.00	0.75	1.50	0.40	-1.00	0.00	0.00	-6.47	75.30	
268.00	28151.20	11.12	2.00	1.30	19.76	10.08	0.24	0.00	0.00	0.96	1.79	0.70	-1.00	0.00	0.00	-9.27	16.80	
269.00	28285.20	6.80	2.60	1.50	13.90	11.92	0.10	0.00	0.00	1.58	2.33	1.10	-1.00	0.00	0.00	-3.45	48.40	
270.00	28423.00	9.56	3.00	1.80	20.25	10.61	-0.42	0.00	0.00	2.10	1.25	0.50	-1.00	0.00	0.00	-3.64	58.20	
271.00	28663.10	16.06	1.40	1.20	20.36	10.16	-0.88	0.00	0.00	1.05	1.30	0.50	-1.00	0.00	0.00	-12.29	42.30	
272.00	28666.40	6.92	1.70	1.80	12.78	8.90	0.39	255.00	0.00	1.58	1.45	0.60	-1.00	0.00	0.00	-3.51	122.40	
273.00	28694.10	6.29	1.10	0.50	5.01	13.01	0.29	0.00	0.00	0.93	0.50	0.20	-1.00	0.00	0.00	-5.38	73.30	
274.00	28762.00	6.12	0.50	1.60	9.02	10.51	0.15	0.00	0.00	0.39	1.82	0.40	-1.00	0.00	0.00	-12.40	13.20	
275.00	28811.00	6.44	3.20	1.00	11.57	10.54	0.16	0.00	0.00	2.30	1.08	0.20	-1.00	0.00	0.00	-2.24	62.20	
276.00	28969.60	14.92	1.40	1.40	26.91	10.31	-0.35	0.00	0.00	0.48	1.96	1.10	-1.00	0.00	0.00	-24.94	92.80	
277.00	28991.50	15.73	1.50	1.70	33.57	7.85	1.51	0.00	0.00	1.11	2.49	1.30	-1.00	0.00	0.00	-11.35	114.70	
278.00	29189.00	9.67	1.30	3.20	24.75	11.02	0.67	0.00	0.00	1.10	1.46	0.70	-1.00	0.00	0.00	-7.01	56.20	
279.00	29245.30	12.46	2.80	1.70	32.90	11.51	0.23	0.00	0.00	1.94	2.71	1.60	-1.00	0.00	0.00	-5.13	112.50	
280.00	29603.80	17.15	0.70	2.50	35.61	11.50	-0.36	0.00	0.00	0.42	1.95	0.40	-1.00	0.00	0.00	-32.43	87.00	
281.00	29712.30	8.83	1.30	1.70	13.38	11.19	-0.42	0.00	0.00	0.69	1.36	0.30	-1.00	0.00	0.00	-10.17	67.50	
282.00	29843.00	20.52	1.00	2.80	47.30	11.62	-0.20	0.00	0.00	0.42	2.32	0.60	-1.00	0.00	0.00	-39.51	70.20	
283.00	29991.10	6.41	1.80	1.30	11.53	10.43	0.63	0.00	0.00	1.56	1.09	0.50	-1.00	0.00	0.00	-3.28	90.30	
284.00	30167.40	11.17	1.80	2.00	25.27	10.86	-1.91	0.00	0.00	1.67	2.49	1.30	-1.00	0.00	0.00	-5.36	10.60	
285.00	30268.10	7.71	6.70	0.80	24.39	10.81	0.98	0.00	0.00	5.25	1.12	0.80	-1.00	0.00	0.00	-1.18	60.10	
286.00	30436.30	19.77	1.20	3.10	53.12	10.49	0.21	0.00	0.00	0.91	2.20	1.00	-1.00	0.00	0.00	-17.39	23.50	
287.00	30508.00	12.21	1.40	2.50	22.88	10.19	-0.80	0.00	0.00	0.65	1.12	0.50	-1.00	0.00	0.00	-14.99	95.20	
288.00	30560.10	9.87	0.80	3.60	25.77	10.34	1.87	0.00	0.00	0.65	2.63	0.30	-1.00	0.00	0.00	-12.13	19.30	
289.00	30572.30	8.79	0.60	2.40	15.53	8.00	0.37	0.00	0.00	0.41	1.21	0.40	-1.00	0.00	0.00	-17.28	31.50	
290.00	30617.90	9.03	1.30	1.30	12.74	11.19	-1.97	0.00	0.00	0.94	1.14	0.50	-1.00	0.00	0.00	-7.66	77.10	
291.00	30657.00	18.06	1.90	4.60	76.15	12.55	0.01	0.00	0.00	0.99	4.66	1.10	-1.00	0.00	0.00	-14.61	116.20	
292.00	30779.50	14.13	0.90	3.30	32.69	11.63	-1.28	0.00	0.00	0.58	2.04	0.60	-1.00	0.00	0.00	-19.43	110.70	
293.00	30824.10	18.23	0.70	2.00	29.13	11.08	-1.34	0.00	0.00	0.35	1.36	0.50	-1.00	0.00	0.00	-41.74	27.30	
294.00	30831.60	20.76	8.30	2.30	98.04	11.45	0.20	255.00	0.00	7.86	2.16	0.70	-1.00	0.00	0.00	-2.11	111.60	
295.00	30951.70	7.76	0.60	1.00	8.07	10.28	-2.73	0.00	0.00	0.43	1.09	0.50	-1.00	0.00	0.00	-14.49	26.90	
296.00	30976.90	14.89	1.30	2.50	30.34	11.52	-1.18	0.00	0.00	0.75	1.67	0.70	-1.00	0.00	0.00	-15.81	52.10	
297.00	30984.90	11.00	9.10	1.80	69.74	11.08	-0.23	255.00	0.00	8.84	2.11	0.90	-1.00	0.00	0.00	-1.00	8.90	
298.00	31129.60	14.46	1.20	2.80	31.10	12.21	-0.64	0.00	0.00	0.36	1.86	0.40	-1.00	0.00	0.00	-32.35	76.80	
299.00	31155.10	8.77	1.60	0.80	9.75	10.79	-0.74	0.00	0.00	1.24	0.90	0.60	-1.00	0.00	0.00	-5.64	102.30	
300.00	31286.80	6.35	3.20	2.30	18.65	9.60	-0.34	0.00	0.00	2.42	1.86	1.10	-1.00	0.00	0.00	-2.10	54.80	
301.00	31383.00	28.78	0.90	4.90	97.82	10.18	0.06	0.00	0.00	0.67	1.80	0.70	-1.00	0.00	0.00	-34.20	23.00	
302.00	31390.10	18.88	11.80	6.30	217.40	13.09	-0.96	255.00	0.00	8.44	3.18	0.90	-1.00	0.00	0.00	-1.79	30.10	
303.00	31516.40	16.72	1.00	5.80	70.55	9.31	2.29	0.00	0.00	0.52	4.41	0.80	-1.00	0.00	0.00	-25.96	79.60	
304.00	31689.30	6.40	3.50	1.20	11.02	10.81	0.72	0.00	0.00	2.07	0.44	0.30	-1.00	0.00	0.00	-2.47	124.50	
305.00	31738.40	19.76	0.80	4.10	59.44	11.46	-0.80	0.00	0.00	0.50	3.50	0.50	-1.00	0.00	0.00	-31.45	45.60	
306.00	31783.60	26.43	0.70	2.10	45.81	10.26	0.07	0.00	0.00	0.50	1.80	0.50	-1.00	0.00	0.00	-42.34	90.80	
307.00	31987.60	8.08	0.60	3.10	18.72	9.10	-1.55	0.00	0.00	0.42	1.63	0.30	-1.00	0.00	0.00	-15.55	38.80	
308.00	32072.00	9.10	1.70	5.20	44.15	11.47	-1.17	255.00	0.00	1.44	3.22	0.70	-1.00	0.00	0.00	-5.07	97.60	
309.00	32073.30	13.82	3.00	3.80	49.09	12.23	-0.97	0.00	0.00	2.72	1.81	0.70	-1.00	0.00	0.00	-4.07	73.30	
310.00	32155.40	14.04	0.80	1.80	22.94	11.36	-0.22	0.00	0.00	0.55	1.47	0.60	-1.00	0.00	0.00	-20.61	78.60	
311.00	32267.10	9.52	0.80	4.10	29.43	11.39	0.95	0.00	0.00	0.34	3.11	0.20	-1.00	0.00	0.00	-22.63	62.30	
312.00	32356.40	17.16	0.80	2.10	29.68	11.17	-1.18	0.00	0.00	0.45	1.86	0.40	-1.00	0.00	0.00	-30.38	23.60	
313.00	32469.10	6.20	1.50	1.00	9.77	10.61	1.86	0.00	0.00	1.28	1.47	0.70	-1.00	0.00	0.00	-3.87	85.10	
314.00	32608.10	11.30	0.80	2.30	19.75	11.74	0.12	0.00	0.00	0.49	1.58	0.60	-1.00	0.00	0.00	-18.54	19.30	
315.00	32687.50	11.82	0.60	2.50	20.81	10.79	-0.94	0.00	0.00	0.33	1.58	0.50	-1.00	0.00	0.00	-28.60	98.70	
316.00	33050.50	7.45	0.70	1.70	9.40	10.81	0.10	0.00	0.00	0.52	0.64	0.50	-1.00	0.00	0.00	-11.40	77.70	
317.00	33165.90	6.60	0.80	1.30	8.63	11.03	1.00	0.00	0.00	0.62	1.44	0.30	-1.00	0.00	0.00	-8.50	65.10	
318.00	33206.40	10.72	0.80	2.90	25.12	11.04	-0.70	0.00	0.00	0.53	2.97	0.40	-1.00	0.00	0.00	-16.28	105.60	
319.00	33510.90	16.43	0.90	2.00	30.79	11.50	0.45	0.00	0.00	0.59	1.81	0.60	-1.00	0.00	0.00	-22.35	26.10	
320.00	33592.20	6.12	2.50	0.80	12.65	12.52	-0.25	0.00	0.00	1.74	2.27	1.70	-1.00	0.00	0.00	-2.81	56.20	
321.00	33645.70	6.14	2.30	1.20	9.82	12.16	-2.83	0.00	0.00	1.14	0.93	0.40	-1.00	0.00	0.00	-4.31	32.90	
322.00	33701.20	7.09	2.90	1.80	14.22	11.85	-1.84	0.00	0.00	1.90	1.39	0.40	-1.00	0.00	0.00	-2.99	88.40	
323.00	33752.30	12.94	0.60	1.70	18.60	10.48	-0.09	0.00	0.00	0.44	1.27	0.30	-1.00	0.00	0.00	-23.38	11.50	
324.00	33974.10	6.46	1.30	1.80	10.40	9.85	0.58	0.00	0.00	1.14	0.94	0.20	-1.00	0.00	0.00	-4.53	105.30	
325.00	34023.20	26.30	1.20	4.40	82.97	11.94	-1.10	0.00	0.00	0.64	2.66	0.70	-1.00	0.00	0.00	-32.80	26.40	
326.00	34129.90	12.45	0.80	2.30	23.61	9.69	-1.11	0.00	0.00	0.62	1.74	0.50	-1.00	0.00	0.00	-15.97	5.10	
327.00	34152.40	24.19	0.80	2.60	52.11	10.22	-0.14	0.00	0.00	0.42	2.21	0.40	-1.00	0.00	0.00	-46.47	27.60	
328.00	34311.90	7.33	7.60	0.60	22.21	11.29	0.10	0.00	0.00	4.15	1.51	1.10	-1.00	0.00	0.00	-1.41	7.90	
329.00	34498.70	31.93	1.00	3.00	74.95	12.06	0.70	0.00	0.00	0.49	2.31	0.60	-1.00	0.00	0.00	-51.65	117.90	
330.00	34539.90	7.74	1.60	0.60	8.77	9.97	-0.53	0.00	0.00	1.19	0.87	0.70	-1.00	0.00	0.00	-5.21	31.10	
331.00	34611.30	6.45	1.70	0.90	10.04	9.76	-2.08	0.00	0.00	1.50	1.53	1.40	-1.00	0.00	0.00	-3.44	51.30	
332.00	34630.80	6.14	1.10	0.50	4.66	8.45	1.72	0.00	0.00	0.94	0.62	0.40	-1.00	0.00	0.00	-5.23	122.00	
333.00	34632.20	9.31	2.60	1.10	16.84	9.03	0.29	255.00	0.00	0.70	1.46	0.60	-1.00	0.00	0.00	-10.67	72.20	
334.00	34700.60	21.80	1.20	7.70	112.68	10.35	-1.08	0.00	0.00	0.44	2.78	0.60	-1.00	0.00	0.00	-39.88	63.80	
335.00	34705.10	16.47	5.60	3.40	111.66	10.11	-0.05	255.00	0.00	4.85	8.00	5.10	-1.00	0.00	0.00	-2.72	17.10	
336.00	34875.50	12.63	0.90	1.60	19.14	11.84	-0.93	0.00	0.00	0.68	1.60	0.60	-1.00	0.00	0.00	-14.80	110.70	
337.00	34879.00	9.42	4.40	1.40	39.54	12.74	-0.75	255.00	0.00	4.20	1.17	0.50	-1.00	0.00	0.00	-1.79	63.00	
338.00	34985.40	12.52	2.60	3.20	34.60	11.70	-0.81	0.00	0.00	0.39	2.13	0.40	-1.00	0.00	0.00	-25.86	92.60	
339.00	35389.70	10.88	3.20	1.70	24.84	12.79	0.32	0.00	0.00	2.56	1.73	0.80	-1.00	0.00	0.00	-3.40	112.90	
340.00	35510.80	7.88	0.90	1.70	12.72	10.44	2.70	0.00	0.00	0.78	1.37	0.60	-1.00	0.00	0.00	-8.09	106.00	
341.00	35553.80	13.21	0.50	1.90	21.82	8.57	-1.35	0.00	0.00	0.29	1.76	0.30	-1.00	0.00	0.00	-37.07	21.00	
342.00	35661.90	13.59	1.10	4.10	40.84	10.70	0.23	0.00	0.00	0.79	2.87	0.40	-1.00	0.00	0.00	-13.71	1.10	
343.00	35690.20	14.93	0.80	3.70	38.86	9.79	-0.16	0.00	0.00	0.58	2.34	0.30	-1.00	0.00	0.00	-20.71	29.40	
344.00	35895.20	6.12	2.20	1.40	11.16	12.11	0.53	0.00	0.00	1.82	1.48	0.80	-1.00	0.00	0.00	-2.69	55.20	
345.00	36050.20	11.88	1.20	2.10	24.12	11.36	1.20	0.00	0.00	0.44	1.61	1.00	-1.00	0.00	0.00	-21.81	5.40	
346.00	36209.70	15.66	0.70	1.80	25.92	11.18	-0.19	0.00	0.00	0.46	1.97	0.50	-1.00	0.00	0.00	-27.46	36.90	
347.00	36283.40	6.11	1.60	0.80	6.86	10.54	1.12	0.00	0.00	1.32	0.77	0.40	-1.00	0.00	0.00	-3.71	110.60	
348.00	36557.00	9.25	0.60	1.80	13.18	9.53	-0.64	0.00	0.00	0.53	0.88	0.40	-1.00	0.00	0.00	-13.89	77.00	
349.00	36568.10	28.59	1.00	2.00	52.76	9.14	0.58	0.00	0.00	0.48	1.77	0.70	-1.00	0.00	0.00	-47.83	11.30	
350.00	36794.10	7.06	0.80	0.40	4.41	11.08	0.55	0.00	0.00	0.69	0.60	0.50	-1.00	0.00	0.00	-8.23	58.10	
351.00	36827.50	12.67	0.50	1.90	19.14	9.23	1.06	0.00	0.00	0.39	1.43	0.30	-1.00	0.00	0.00	-25.96	14.70	
352.00	36837.50	6.48	1.70	2.70	16.32	9.51	0.21	255.00	0.00	1.55	0.95	0.50	-1.00	0.00	0.00	-3.34	101.50	
353.00	36911.70	6.89	3.60	1.50	15.72	10.22	1.57	0.00	0.00	1.45	1.41	0.30	-1.00	0.00	0.00	-3.80	22.10	
354.00	36917.90	7.13	1.20	3.20	18.10	11.12	-0.46	0.00	0.00	0.99	1.02	0.70	-1.00	0.00	0.00	-5.76	53.90	
355.00	37046.60	7.62	1.40	2.60	20.19	11.62	0.39	0.00	0.00	1.11	3.26	1.00	-1.00	0.00	0.00	-5.49	29.00	
356.00	37133.80	33.31	1.30	3.20	86.12	11.56	-0.79	0.00	0.00	0.67	2.52	0.80	-1.00	0.00	0.00	-40.02	116.20	
357.00	37217.10	6.67	3.80	0.90	16.17	10.58	-1.35	0.00	0.00	3.25	1.95	1.40	-1.00	0.00	0.00	-1.64	97.10	
358.00	37322.80	7.09	2.20	2.50	19.02	12.95	-0.13	0.00	0.00	2.05	2.13	0.50	-1.00	0.00	0.00	-2.77	49.20	
359.00	37332.00	6.21	1.10	1.60	9.82	9.57	0.41	0.00	0.00	0.86	1.21	0.80	-1.00	0.00	0.00	-5.77	58.40	
360.00	37568.70	13.85	1.10	3.00	32.15	10.69	-0.26	0.00	0.00	0.33	1.98	0.30	-1.00	0.00	0.00	-33.21	39.10	
361.00	37595.90	11.18	10.40	3.00	68.01	9.32	2.14	255.00	0.00	6.23	2.39	0.70	-1.00	0.00	0.00	-1.44	91.90	
