	Time (ms)	Amplitude	Rise (ms)	Decay (ms)	Area	Baseline	Noise	Group	Channel	10-90Rise	HalfWidth	Rise50	Peak Dir	Burst#	BurstE#	10-90Slope	Rel Time	
179.00	243820.20	13.62	2.50	2.10	42.60	-0.49	-0.24	0.00	0.00	2.29	3.63	1.80	-1.00	0.00	0.00	-4.75	620.20	
180.00	243856.90	10.04	1.50	2.10	26.57	-1.02	0.79	0.00	0.00	1.33	3.24	1.30	-1.00	0.00	0.00	-6.05	656.90	
181.00	244364.80	16.46	3.10	2.10	61.36	-1.44	-0.18	0.00	0.00	2.92	3.71	2.50	-1.00	0.00	0.00	-4.50	1164.80	
182.00	244726.80	28.98	1.50	2.10	72.18	-0.81	-0.42	0.00	0.00	1.19	2.89	0.90	-1.00	0.00	0.00	-19.46	16.40	
183.00	244828.50	10.37	0.80	2.10	22.35	-1.76	0.71	0.00	0.00	0.68	2.62	0.70	-1.00	0.00	0.00	-12.13	118.10	
184.00	245542.70	12.19	1.30	2.10	24.61	-2.03	-1.91	0.00	0.00	0.93	2.52	0.60	-1.00	0.00	0.00	-10.47	64.30	
185.00	247127.60	10.81	2.00	2.10	26.88	-2.07	0.00	0.00	0.00	1.81	2.58	1.20	-1.00	0.00	0.00	-4.79	87.60	
186.00	248180.90	12.89	2.40	2.10	33.17	-1.23	-0.66	0.00	0.00	1.66	2.62	1.40	-1.00	0.00	0.00	-6.23	1140.90	
187.00	248323.30	17.54	2.10	2.10	47.78	-1.32	3.78	0.00	0.00	1.51	3.36	1.40	-1.00	0.00	0.00	-9.31	3.30	
188.00	249436.90	10.97	2.00	2.10	26.96	-1.29	-0.37	0.00	0.00	1.55	2.60	0.60	-1.00	0.00	0.00	-5.66	1116.90	
189.00	250063.10	10.18	2.70	2.10	25.97	-1.86	-0.55	0.00	0.00	2.54	0.81	0.40	-1.00	0.00	0.00	-3.21	463.10	
190.00	250289.70	12.30	2.40	2.10	39.60	-2.23	-0.99	0.00	0.00	2.22	3.97	2.00	-1.00	0.00	0.00	-4.43	689.70	
191.00	250686.50	11.21	1.60	2.10	28.71	-1.67	0.32	0.00	0.00	1.43	2.78	1.20	-1.00	0.00	0.00	-6.29	1086.50	
192.00	251230.00	10.43	2.40	2.10	33.73	-1.69	0.25	0.00	0.00	2.27	3.84	1.90	-1.00	0.00	0.00	-3.67	350.00	
193.00	251493.00	11.61	1.70	2.10	30.50	-1.28	-0.60	0.00	0.00	1.39	2.93	1.00	-1.00	0.00	0.00	-6.66	254.60	
194.00	251559.10	11.60	2.20	2.10	25.52	-1.66	1.27	0.00	0.00	2.01	1.28	0.40	-1.00	0.00	0.00	-4.61	679.10	
195.00	251704.10	10.21	2.70	2.10	32.13	-2.15	0.11	0.00	0.00	2.43	2.91	2.00	-1.00	0.00	0.00	-3.37	824.10	
196.00	252270.20	10.30	2.00	2.10	26.97	-1.16	0.47	0.00	0.00	1.77	2.70	0.70	-1.00	0.00	0.00	-4.65	110.20	
197.00	252678.50	22.68	3.30	2.10	79.54	-0.03	-0.23	0.00	0.00	2.22	3.90	1.90	-1.00	0.00	0.00	-8.16	518.50	
198.00	252870.50	10.11	2.40	2.10	24.79	-1.55	1.53	0.00	0.00	1.78	1.76	0.60	-1.00	0.00	0.00	-4.54	710.50	
199.00	253279.10	10.77	0.80	2.10	19.08	-1.79	-0.17	0.00	0.00	0.60	1.90	0.40	-1.00	0.00	0.00	-14.29	1119.10	
200.00	253638.50	10.96	3.30	2.10	35.62	-1.19	-0.52	0.00	0.00	2.72	3.15	1.80	-1.00	0.00	0.00	-3.22	96.10	
201.00	253872.80	15.99	2.30	2.10	46.88	-2.05	-0.20	0.00	0.00	2.05	3.72	1.80	-1.00	0.00	0.00	-6.25	432.80	
202.00	254445.00	12.85	2.90	2.10	39.81	-0.50	2.11	0.00	0.00	2.42	2.77	1.90	-1.00	0.00	0.00	-4.25	1005.00	
203.00	254852.90	10.30	3.80	2.10	37.23	-0.88	-0.47	0.00	0.00	3.22	3.24	2.40	-1.00	0.00	0.00	-2.56	132.90	
204.00	254876.90	12.44	3.40	2.10	43.52	-2.01	0.52	0.00	0.00	3.15	3.37	1.90	-1.00	0.00	0.00	-3.16	156.90	
205.00	255259.40	14.28	1.60	2.10	32.02	-1.64	0.38	0.00	0.00	1.44	2.53	1.10	-1.00	0.00	0.00	-7.94	539.40	
206.00	255446.20	11.30	2.60	2.10	31.04	-1.19	1.55	0.00	0.00	2.26	1.74	1.30	-1.00	0.00	0.00	-3.99	726.20	
207.00	256183.90	11.48	1.30	2.10	24.40	-0.30	-0.53	0.00	0.00	1.02	2.53	0.60	-1.00	0.00	0.00	-8.97	183.90	
208.00	257352.90	11.86	2.90	2.10	37.75	-3.30	-1.76	0.00	0.00	2.49	3.86	1.90	-1.00	0.00	0.00	-3.82	72.90	
209.00	257632.40	22.34	1.00	2.10	45.03	-3.81	-0.75	0.00	0.00	0.53	2.40	0.80	-1.00	0.00	0.00	-33.63	352.40	
210.00	257700.00	18.71	1.80	2.10	54.43	-2.30	-0.09	0.00	0.00	1.51	3.42	1.50	-1.00	0.00	0.00	-9.93	420.00	
211.00	258490.00	11.44	2.10	2.10	32.30	-1.94	-2.12	0.00	0.00	1.93	3.08	1.90	-1.00	0.00	0.00	-4.73	1210.00	
212.00	258668.20	10.61	1.90	2.10	26.35	-2.55	0.02	0.00	0.00	1.47	2.72	1.30	-1.00	0.00	0.00	-5.78	108.20	
213.00	258785.30	16.98	0.90	2.10	28.98	-2.51	-0.26	0.00	0.00	0.74	1.44	0.60	-1.00	0.00	0.00	-18.28	225.30	
214.00	259601.50	23.85	2.10	2.10	69.93	-1.21	-2.49	0.00	0.00	1.79	3.47	1.50	-1.00	0.00	0.00	-10.68	1041.50	
215.00	261456.00	18.48	1.80	2.10	50.49	-1.80	-2.45	0.00	0.00	1.62	3.36	1.40	-1.00	0.00	0.00	-9.15	336.00	
216.00	262017.00	16.85	3.20	2.10	48.56	-1.96	-0.94	0.00	0.00	3.09	2.77	0.80	-1.00	0.00	0.00	-4.36	897.00	
217.00	262798.90	12.61	1.80	2.10	29.54	-2.63	-0.92	0.00	0.00	1.12	2.88	1.00	-1.00	0.00	0.00	-9.02	398.90	
218.00	263982.50	25.35	1.70	2.10	68.63	-1.31	1.04	0.00	0.00	1.39	3.07	1.10	-1.00	0.00	0.00	-14.62	302.50	
219.00	264231.30	15.61	1.80	2.10	44.27	-3.28	-0.80	0.00	0.00	1.23	3.25	1.30	-1.00	0.00	0.00	-10.19	551.30	
220.00	264488.60	12.86	1.80	2.10	29.16	-3.42	-0.93	0.00	0.00	1.19	2.74	0.80	-1.00	0.00	0.00	-8.67	808.60	
221.00	264741.10	15.57	1.00	2.10	36.17	-2.22	-1.04	0.00	0.00	0.86	2.69	0.70	-1.00	0.00	0.00	-14.43	318.70	
222.00	265321.60	21.29	2.30	2.10	68.28	-1.72	-0.30	0.00	0.00	1.92	3.66	1.70	-1.00	0.00	0.00	-8.88	361.60	
223.00	265333.50	18.07	14.20	2.10	179.41	-1.70	-0.21	255.00	0.00	1.66	2.79	0.80	-1.00	0.00	0.00	-8.72	143.10	
224.00	265720.90	10.06	2.40	2.10	33.01	-2.22	0.77	0.00	0.00	2.16	3.68	2.20	-1.00	0.00	0.00	-3.72	760.90	
225.00	266304.40	13.54	1.00	2.10	30.85	-2.89	0.79	0.00	0.00	0.82	2.65	0.70	-1.00	0.00	0.00	-13.15	346.00	
226.00	266791.40	11.36	1.50	2.10	29.04	-2.14	-0.24	0.00	0.00	1.15	3.05	1.10	-1.00	0.00	0.00	-7.90	551.40	
227.00	266853.10	23.76	1.20	2.10	59.02	-2.97	-1.25	0.00	0.00	0.97	2.77	0.80	-1.00	0.00	0.00	-19.70	613.10	
228.00	267187.30	17.98	1.20	2.10	44.99	-2.57	2.13	0.00	0.00	1.00	2.74	0.80	-1.00	0.00	0.00	-14.32	76.90	
229.00	267301.90	19.10	1.50	2.10	49.77	-2.23	0.33	0.00	0.00	1.13	3.06	1.10	-1.00	0.00	0.00	-13.53	1061.90	
230.00	267307.00	17.48	6.60	2.10	116.87	-2.63	0.55	255.00	0.00	6.33	8.19	6.20	-1.00	0.00	0.00	-2.21	196.60	
231.00	267343.90	14.46	2.10	2.10	39.95	-2.77	-1.82	0.00	0.00	1.86	2.96	1.80	-1.00	0.00	0.00	-6.22	1103.90	
232.00	267774.90	18.52	0.80	2.10	33.39	-1.80	1.26	0.00	0.00	0.58	2.18	0.40	-1.00	0.00	0.00	-25.44	254.90	
233.00	267846.60	15.11	4.60	2.10	55.69	-2.73	1.01	0.00	0.00	4.34	3.36	2.00	-1.00	0.00	0.00	-2.79	326.60	
234.00	268100.60	16.19	3.10	2.10	52.60	-2.29	-0.45	0.00	0.00	2.02	3.68	1.70	-1.00	0.00	0.00	-6.40	580.60	
235.00	268241.60	14.91	2.10	2.10	44.83	-1.47	-1.12	0.00	0.00	1.76	3.72	1.80	-1.00	0.00	0.00	-6.76	363.20	
236.00	268545.20	11.62	1.50	2.10	29.59	-2.07	1.40	0.00	0.00	1.32	3.00	1.00	-1.00	0.00	0.00	-7.03	1025.20	
237.00	268586.40	22.12	0.90	2.10	43.80	-1.30	0.96	0.00	0.00	0.46	2.15	0.70	-1.00	0.00	0.00	-38.52	1066.40	
238.00	269077.20	12.50	1.70	2.10	33.56	-1.60	0.77	0.00	0.00	1.30	3.15	1.20	-1.00	0.00	0.00	-7.71	277.20	
239.00	269242.40	15.80	1.20	2.10	37.81	-2.09	1.76	0.00	0.00	0.97	2.56	0.60	-1.00	0.00	0.00	-13.06	442.40	
240.00	269349.00	10.89	0.60	2.10	21.49	-2.08	1.75	0.00	0.00	0.47	2.38	0.40	-1.00	0.00	0.00	-18.39	549.00	
241.00	269569.10	19.97	1.10	2.10	40.84	-1.73	-1.14	0.00	0.00	0.51	2.32	0.70	-1.00	0.00	0.00	-31.21	769.10	
242.00	270898.00	13.72	3.20	2.10	55.37	-1.47	0.86	0.00	0.00	2.73	4.69	2.70	-1.00	0.00	0.00	-4.02	818.00	
243.00	271162.00	19.07	1.60	2.10	46.26	-2.12	1.08	0.00	0.00	1.15	3.12	1.20	-1.00	0.00	0.00	-13.32	1082.00	
244.00	271282.00	10.87	2.00	2.10	27.00	-2.91	1.14	0.00	0.00	1.83	2.64	0.70	-1.00	0.00	0.00	-4.75	331.60	
245.00	271818.20	12.45	1.70	2.10	35.39	-2.76	-0.08	0.00	0.00	1.56	2.71	1.60	-1.00	0.00	0.00	-6.39	458.20	
246.00	272094.30	11.71	1.80	2.10	32.23	-2.90	-0.75	0.00	0.00	1.60	3.46	1.50	-1.00	0.00	0.00	-5.87	734.30	
247.00	272171.10	15.48	2.60	2.10	45.49	-2.01	0.67	0.00	0.00	1.87	3.51	1.60	-1.00	0.00	0.00	-6.62	811.10	
248.00	272796.60	11.30	2.00	2.10	30.26	-1.61	-0.96	0.00	0.00	1.75	3.23	1.30	-1.00	0.00	0.00	-5.17	156.60	
249.00	273222.00	16.64	1.60	2.10	45.16	-2.42	0.70	0.00	0.00	1.31	3.15	1.20	-1.00	0.00	0.00	-10.13	582.00	
250.00	273237.50	13.90	1.30	2.10	31.87	-4.74	-0.42	0.00	0.00	1.08	2.66	1.00	-1.00	0.00	0.00	-10.33	597.50	
251.00	273356.60	20.55	1.90	2.10	52.81	-2.26	-1.00	0.00	0.00	1.20	2.83	0.90	-1.00	0.00	0.00	-13.67	716.60	
252.00	273738.40	16.22	1.00	2.10	35.30	-2.75	-0.13	0.00	0.00	0.78	2.56	0.60	-1.00	0.00	0.00	-16.61	1098.40	
253.00	273802.10	12.29	3.00	2.10	40.42	-3.14	-1.76	0.00	0.00	2.80	3.52	2.50	-1.00	0.00	0.00	-3.52	1162.10	
254.00	274083.10	18.28	2.60	2.10	59.92	-2.63	-0.21	0.00	0.00	1.46	3.80	2.00	-1.00	0.00	0.00	-10.05	163.10	
255.00	274297.30	22.30	0.90	2.10	43.36	-2.77	-1.04	0.00	0.00	0.62	2.53	0.70	-1.00	0.00	0.00	-28.62	377.30	
256.00	274341.00	10.73	2.30	2.10	33.16	-2.87	-0.77	0.00	0.00	2.04	3.41	1.50	-1.00	0.00	0.00	-4.20	421.00	
257.00	275032.70	14.35	1.10	2.10	32.96	-3.56	2.59	0.00	0.00	0.91	2.56	0.70	-1.00	0.00	0.00	-12.63	1112.70	
258.00	277019.30	13.26	2.10	2.10	39.43	-1.99	0.99	0.00	0.00	1.76	3.58	1.60	-1.00	0.00	0.00	-6.01	539.30	
259.00	278643.50	11.19	2.40	2.10	33.80	-4.36	0.90	0.00	0.00	2.21	3.50	1.60	-1.00	0.00	0.00	-4.05	883.50	
260.00	279589.00	11.87	3.30	2.10	38.58	-2.44	-0.26	0.00	0.00	1.78	3.69	1.70	-1.00	0.00	0.00	-5.35	549.00	
261.00	279956.30	20.62	2.20	2.10	64.32	-3.11	-0.19	0.00	0.00	1.87	3.62	1.70	-1.00	0.00	0.00	-8.82	916.30	
262.00	280348.80	13.81	2.00	2.10	38.71	-2.64	1.30	0.00	0.00	1.56	3.38	1.40	-1.00	0.00	0.00	-7.07	28.80	
263.00	280420.80	12.54	2.70	2.10	37.31	-3.35	-1.76	0.00	0.00	2.50	2.93	2.00	-1.00	0.00	0.00	-4.01	100.80	
264.00	281241.60	15.08	1.10	2.10	32.42	-4.43	0.95	0.00	0.00	0.90	2.65	0.70	-1.00	0.00	0.00	-13.42	921.60	
265.00	282760.10	15.72	2.50	2.10	49.86	-3.28	0.01	0.00	0.00	2.00	3.91	2.00	-1.00	0.00	0.00	-6.28	1160.10	
266.00	283782.00	11.57	1.30	2.10	24.36	-3.42	-0.93	0.00	0.00	1.14	2.48	1.00	-1.00	0.00	0.00	-8.13	902.00	
267.00	285619.50	20.86	2.70	2.10	70.33	-3.84	-1.76	0.00	0.00	2.38	4.12	2.20	-1.00	0.00	0.00	-7.00	179.50	
268.00	286190.10	17.52	2.30	2.10	51.23	-3.05	1.70	0.00	0.00	1.37	3.19	1.50	-1.00	0.00	0.00	-10.26	750.10	
269.00	286347.10	20.07	2.60	2.10	54.72	-2.79	-0.35	0.00	0.00	1.66	3.05	1.20	-1.00	0.00	0.00	-9.70	907.10	
270.00	287192.40	15.91	2.80	2.10	50.57	-2.73	-1.04	0.00	0.00	2.26	3.29	2.10	-1.00	0.00	0.00	-5.62	472.40	
271.00	289733.90	12.27	2.20	2.10	32.35	-3.55	-1.83	0.00	0.00	1.62	2.89	1.40	-1.00	0.00	0.00	-6.05	453.90	
272.00	290770.60	17.28	3.10	2.10	59.83	-4.08	-1.70	0.00	0.00	2.78	3.97	2.00	-1.00	0.00	0.00	-4.97	210.60	
273.00	290836.10	16.32	1.50	2.10	38.80	-3.91	1.90	0.00	0.00	1.11	2.76	0.90	-1.00	0.00	0.00	-11.78	276.10	
274.00	291363.30	11.99	3.30	2.10	36.80	-3.06	-0.27	0.00	0.00	2.58	3.66	1.70	-1.00	0.00	0.00	-3.73	803.30	
275.00	292090.50	11.30	1.20	2.10	26.79	-1.41	-1.24	0.00	0.00	0.93	2.83	0.90	-1.00	0.00	0.00	-9.75	250.50	
276.00	292254.80	11.12	2.20	2.10	33.22	-2.84	0.87	0.00	0.00	2.04	3.86	1.90	-1.00	0.00	0.00	-4.35	414.80	
277.00	292835.30	14.83	2.60	2.10	46.38	-1.70	0.89	0.00	0.00	1.97	3.65	1.70	-1.00	0.00	0.00	-6.03	995.30	
278.00	293170.20	12.24	1.40	2.10	30.56	-2.28	0.10	0.00	0.00	1.20	2.74	0.80	-1.00	0.00	0.00	-8.19	50.20	
279.00	293337.50	15.24	1.50	2.10	37.16	-1.14	0.27	0.00	0.00	1.26	2.88	0.90	-1.00	0.00	0.00	-9.69	217.50	
280.00	293801.80	11.26	2.80	2.10	32.06	-1.87	0.52	0.00	0.00	1.54	3.20	1.30	-1.00	0.00	0.00	-5.83	681.80	
281.00	294656.30	17.76	2.00	2.10	52.76	-3.59	1.90	0.00	0.00	1.14	3.56	1.60	-1.00	0.00	0.00	-12.44	256.30	
282.00	295609.10	10.01	2.60	2.10	26.96	-2.57	0.91	0.00	0.00	2.31	2.03	1.80	-1.00	0.00	0.00	-3.47	1209.10	
283.00	297925.60	13.65	3.00	2.10	47.11	-4.24	-1.82	0.00	0.00	2.36	3.77	1.80	-1.00	0.00	0.00	-4.64	965.60	
284.00	299062.80	14.32	1.70	2.10	39.71	-3.47	-2.04	0.00	0.00	1.33	3.30	1.40	-1.00	0.00	0.00	-8.60	822.80	
285.00	299962.20	11.85	3.10	2.10	29.49	-1.90	0.30	0.00	0.00	2.98	0.68	0.40	-1.00	0.00	0.00	-3.18	442.20	
286.00	300162.70	12.89	2.80	2.10	33.15	-2.02	0.15	0.00	0.00	1.33	2.74	1.00	-1.00	0.00	0.00	-7.77	642.70	
287.00	301663.10	13.40	2.30	2.10	32.48	-3.19	-1.07	0.00	0.00	1.55	3.00	1.20	-1.00	0.00	0.00	-6.92	863.10	
288.00	301802.10	17.55	1.90	2.10	37.67	-3.96	1.26	0.00	0.00	1.34	2.52	1.00	-1.00	0.00	0.00	-10.48	1002.10	
289.00	302515.60	15.69	1.30	2.10	35.28	-4.53	2.09	0.00	0.00	1.14	2.91	1.00	-1.00	0.00	0.00	-11.01	435.60	
290.00	302526.20	10.36	1.40	2.10	20.84	-4.08	-0.17	255.00	0.00	1.29	1.35	1.10	-1.00	0.00	0.00	-6.43	87.80	
291.00	303090.50	11.14	1.30	2.10	23.33	-3.22	1.00	0.00	0.00	1.06	1.46	0.90	-1.00	0.00	0.00	-8.44	1010.50	
292.00	304593.50	11.87	1.30	2.10	23.03	-3.68	-0.70	0.00	0.00	0.76	1.50	0.70	-1.00	0.00	0.00	-12.43	1233.50	
293.00	304910.50	12.26	1.50	2.10	28.92	-3.84	1.29	0.00	0.00	1.29	2.78	0.80	-1.00	0.00	0.00	-7.62	270.50	
294.00	305463.60	18.67	2.00	2.10	57.95	-2.49	-0.52	0.00	0.00	1.56	3.65	1.70	-1.00	0.00	0.00	-9.55	823.60	
295.00	309140.80	12.48	2.60	2.10	34.56	-3.49	0.30	0.00	0.00	2.38	3.28	1.30	-1.00	0.00	0.00	-4.19	660.80	
296.00	310686.60	16.63	1.60	2.10	45.61	-4.13	0.64	0.00	0.00	1.32	3.14	1.20	-1.00	0.00	0.00	-10.08	926.60	
297.00	311075.40	11.97	2.20	2.10	35.93	-4.80	-1.99	0.00	0.00	1.99	3.65	1.70	-1.00	0.00	0.00	-4.82	35.40	
298.00	312560.80	11.54	2.70	2.10	36.94	-3.11	0.44	0.00	0.00	2.43	3.23	2.30	-1.00	0.00	0.00	-3.80	240.80	
299.00	312647.20	14.49	1.60	2.10	37.96	-4.84	-1.48	0.00	0.00	1.37	3.13	1.20	-1.00	0.00	0.00	-8.45	327.20	
300.00	312876.20	23.07	2.80	2.10	67.52	-2.99	-1.07	0.00	0.00	1.26	3.52	1.60	-1.00	0.00	0.00	-14.59	556.20	
301.00	313475.20	13.24	0.90	2.10	21.48	-3.57	-0.42	0.00	0.00	0.48	1.56	0.40	-1.00	0.00	0.00	-21.94	1155.20	
302.00	314857.50	16.21	2.30	2.10	52.13	-2.93	0.55	0.00	0.00	2.14	3.78	1.80	-1.00	0.00	0.00	-6.07	1257.50	
303.00	314882.50	12.71	2.60	2.10	33.50	-4.91	0.03	0.00	0.00	1.53	3.12	1.20	-1.00	0.00	0.00	-6.66	2.50	
304.00	314966.60	14.36	1.90	2.10	39.00	-3.49	-1.16	0.00	0.00	1.67	2.98	1.00	-1.00	0.00	0.00	-6.87	86.60	
305.00	316080.40	19.65	1.70	2.10	53.10	-4.52	0.54	0.00	0.00	1.36	3.02	1.10	-1.00	0.00	0.00	-11.56	1200.40	
306.00	316764.50	13.25	3.50	2.10	40.44	-3.88	1.23	0.00	0.00	2.37	2.50	1.80	-1.00	0.00	0.00	-4.48	604.50	
307.00	316949.40	11.27	2.10	2.10	27.81	-3.67	0.69	0.00	0.00	1.97	2.30	1.30	-1.00	0.00	0.00	-4.57	789.40	
308.00	317438.90	15.32	1.50	2.10	37.13	-4.69	0.66	0.00	0.00	1.23	2.97	1.00	-1.00	0.00	0.00	-9.96	1278.90	
309.00	317439.60	13.41	2.20	2.10	42.39	-4.86	-1.13	0.00	0.00	1.93	3.70	1.70	-1.00	0.00	0.00	-5.57	-0.40	
310.00	318088.20	12.44	1.60	2.10	31.73	-2.80	-0.41	0.00	0.00	1.27	2.99	1.00	-1.00	0.00	0.00	-7.85	648.20	
311.00	318846.90	14.15	2.50	2.10	40.83	-3.28	0.57	0.00	0.00	2.14	3.06	2.00	-1.00	0.00	0.00	-5.30	126.90	
312.00	319044.80	10.46	4.00	2.10	47.76	-3.86	-1.95	0.00	0.00	3.70	5.43	3.50	-1.00	0.00	0.00	-2.26	324.80	
313.00	319575.10	13.05	2.20	2.10	36.81	-3.72	-1.29	0.00	0.00	2.08	3.44	1.50	-1.00	0.00	0.00	-5.03	855.10	
314.00	319877.50	10.44	3.70	2.10	37.39	-3.24	-1.14	0.00	0.00	3.49	3.13	2.70	-1.00	0.00	0.00	-2.40	1157.50	
315.00	320173.90	10.40	2.00	2.10	26.22	-4.58	1.33	0.00	0.00	1.88	2.83	1.30	-1.00	0.00	0.00	-4.43	173.90	
316.00	320340.60	18.12	2.30	2.10	58.30	-3.78	-0.09	0.00	0.00	2.01	3.81	1.90	-1.00	0.00	0.00	-7.22	340.60	
317.00	321030.10	12.80	1.80	2.10	28.21	-3.72	-2.00	0.00	0.00	1.43	2.14	1.00	-1.00	0.00	0.00	-7.15	1030.10	
318.00	321199.70	10.40	2.20	2.10	32.59	-3.75	-0.85	0.00	0.00	2.04	3.77	1.80	-1.00	0.00	0.00	-4.08	1199.70	
319.00	321409.80	12.44	1.70	2.10	32.89	-3.10	0.62	0.00	0.00	1.53	3.47	1.50	-1.00	0.00	0.00	-6.49	129.80	
320.00	322469.60	14.17	3.30	2.10	47.29	-2.91	0.19	0.00	0.00	2.31	3.83	2.00	-1.00	0.00	0.00	-4.90	1189.60	
321.00	323129.80	21.83	3.60	2.10	65.50	-4.51	0.67	0.00	0.00	1.98	3.33	1.40	-1.00	0.00	0.00	-8.80	569.80	
322.00	323155.30	12.03	2.80	2.10	33.75	-4.88	1.05	0.00	0.00	1.47	3.26	1.30	-1.00	0.00	0.00	-6.54	364.90	
323.00	323271.30	14.07	3.30	2.10	49.57	-3.52	1.40	0.00	0.00	3.13	3.99	2.70	-1.00	0.00	0.00	-3.60	711.30	
324.00	323447.40	11.48	2.00	2.10	29.07	-4.62	0.04	0.00	0.00	1.82	2.05	1.10	-1.00	0.00	0.00	-5.05	887.40	
325.00	323734.70	15.76	1.90	2.10	40.60	-4.75	1.78	0.00	0.00	1.64	3.15	1.20	-1.00	0.00	0.00	-7.70	1174.70	
326.00	323742.50	12.89	10.00	2.10	116.29	-3.59	0.08	255.00	0.00	9.02	3.57	1.60	-1.00	0.00	0.00	-1.14	184.10	
327.00	324382.80	10.58	3.30	2.10	39.88	-2.79	0.15	0.00	0.00	2.88	4.41	2.80	-1.00	0.00	0.00	-2.94	542.80	
328.00	324403.90	10.02	2.40	2.10	27.10	-2.89	-0.91	0.00	0.00	1.50	3.28	1.30	-1.00	0.00	0.00	-5.33	77.50	
329.00	324908.10	12.65	2.50	2.10	39.37	-4.08	2.28	0.00	0.00	1.92	3.34	1.70	-1.00	0.00	0.00	-5.27	1068.10	
330.00	325518.60	11.83	1.30	2.10	29.33	-4.36	-0.05	0.00	0.00	0.83	3.12	1.20	-1.00	0.00	0.00	-11.47	398.60	
331.00	326055.50	21.22	1.60	2.10	55.32	-3.13	0.24	0.00	0.00	1.06	2.92	1.00	-1.00	0.00	0.00	-16.06	935.50	
332.00	327010.30	15.77	1.80	2.10	42.91	-3.67	1.00	0.00	0.00	1.10	3.14	1.20	-1.00	0.00	0.00	-11.44	610.30	
333.00	327181.90	22.12	1.50	2.10	52.62	-4.26	0.49	0.00	0.00	1.25	2.92	1.00	-1.00	0.00	0.00	-14.12	781.90	
334.00	330248.70	15.28	3.40	2.10	57.77	-3.56	0.45	0.00	0.00	3.17	4.03	2.70	-1.00	0.00	0.00	-3.86	8.70	
335.00	330340.60	11.71	2.50	2.10	30.12	-2.59	0.21	0.00	0.00	2.28	2.83	1.40	-1.00	0.00	0.00	-4.10	100.60	
336.00	331346.40	12.92	1.70	2.10	32.96	-3.69	-0.84	0.00	0.00	1.35	3.07	1.10	-1.00	0.00	0.00	-7.63	1106.40	
337.00	331386.00	20.66	1.50	2.10	49.43	-3.58	0.33	0.00	0.00	1.00	2.64	0.70	-1.00	0.00	0.00	-16.46	1146.00	
338.00	332225.80	16.99	3.00	2.10	45.30	-3.38	-0.51	0.00	0.00	1.49	3.03	1.10	-1.00	0.00	0.00	-9.11	705.80	
339.00	333143.90	17.26	2.30	2.10	41.32	-2.67	-0.21	0.00	0.00	1.89	2.86	0.90	-1.00	0.00	0.00	-7.32	343.90	
340.00	333339.70	10.21	1.50	2.10	23.17	-3.71	-1.87	0.00	0.00	1.11	2.55	0.60	-1.00	0.00	0.00	-7.34	539.70	
341.00	333470.50	11.88	3.60	2.10	41.05	-3.07	1.58	0.00	0.00	3.40	3.45	2.70	-1.00	0.00	0.00	-2.80	670.50	
342.00	333612.90	20.18	1.80	2.10	55.76	-3.65	-0.67	0.00	0.00	1.52	3.34	1.40	-1.00	0.00	0.00	-10.64	812.90	
343.00	334650.10	15.02	1.00	2.10	30.70	-4.25	0.17	0.00	0.00	0.88	2.59	0.60	-1.00	0.00	0.00	-13.68	570.10	
344.00	335741.50	17.39	2.80	2.10	57.53	-3.56	-0.11	0.00	0.00	1.61	3.80	1.90	-1.00	0.00	0.00	-8.62	381.50	
345.00	335943.80	10.91	1.70	2.10	29.57	-3.97	-0.07	0.00	0.00	1.46	3.23	1.40	-1.00	0.00	0.00	-5.99	583.80	
346.00	336065.20	13.32	1.90	2.10	34.37	-3.00	0.07	0.00	0.00	1.73	2.72	1.30	-1.00	0.00	0.00	-6.16	705.20	
347.00	336320.70	15.67	2.10	2.10	39.74	-3.93	-0.24	0.00	0.00	1.42	3.15	1.20	-1.00	0.00	0.00	-8.85	960.70	
348.00	336841.80	16.18	1.60	2.10	40.94	-7.39	-0.39	0.00	0.00	1.31	3.05	1.10	-1.00	0.00	0.00	-9.90	201.80	
349.00	338665.50	11.52	1.20	2.10	24.50	-5.57	0.12	0.00	0.00	1.11	2.26	0.30	-1.00	0.00	0.00	-8.32	745.50	
350.00	338672.60	12.92	8.30	2.10	78.03	-5.58	0.08	255.00	0.00	8.07	2.42	1.40	-1.00	0.00	0.00	-1.28	138.20	
351.00	338719.30	12.28	1.70	2.10	31.52	-5.24	0.89	0.00	0.00	1.42	3.14	1.20	-1.00	0.00	0.00	-6.91	799.30	
352.00	338768.90	13.88	2.90	2.10	46.57	-5.18	1.99	0.00	0.00	2.49	3.95	2.10	-1.00	0.00	0.00	-4.46	848.90	
353.00	339850.80	17.10	2.20	2.10	43.04	-5.44	-0.03	0.00	0.00	1.48	2.91	1.20	-1.00	0.00	0.00	-9.24	650.80	
354.00	340419.90	13.03	2.20	2.10	37.81	-6.28	3.20	0.00	0.00	1.93	3.32	1.70	-1.00	0.00	0.00	-5.40	1219.90	
355.00	340657.30	11.61	2.80	2.10	32.99	-4.12	-1.47	0.00	0.00	2.63	3.64	2.50	-1.00	0.00	0.00	-3.53	177.30	
356.00	340730.10	13.41	2.00	2.10	36.82	-3.19	-1.70	0.00	0.00	0.93	3.06	1.10	-1.00	0.00	0.00	-11.58	250.10	
