	Time (ms)	Amplitude	Rise (ms)	Decay (ms)	Area	Baseline	Noise	Group	Channel	10-90Rise	HalfWidth	Rise50	Peak Dir	Burst#	BurstE#	10-90Slope	Rel Time	
178.00	170862.00	15.18	2.00	2.10	38.52	-10.28	-0.80	0.00	0.00	1.76	3.13	1.20	-1.00	0.00	0.00	-6.89	135.60	
179.00	171497.50	14.06	1.90	2.10	37.81	-7.11	-0.27	0.00	0.00	1.69	2.90	1.70	-1.00	0.00	0.00	-6.65	771.10	
180.00	171792.80	12.31	1.90	2.10	31.62	-9.47	-0.04	0.00	0.00	1.55	3.14	1.40	-1.00	0.00	0.00	-6.34	1066.40	
181.00	171704.30	16.21	2.80	2.10	48.34	-8.86	-1.57	0.00	0.00	1.56	3.22	1.30	-1.00	0.00	0.00	-8.29	977.90	
182.00	175472.50	12.35	2.30	2.10	31.08	-9.58	-0.57	0.00	0.00	2.18	2.71	1.20	-1.00	0.00	0.00	-4.53	906.10	
183.00	176004.10	13.51	2.20	2.10	41.24	-7.29	-0.16	0.00	0.00	1.93	3.60	1.60	-1.00	0.00	0.00	-5.59	157.70	
184.00	183068.60	18.01	2.70	2.10	49.18	-7.99	-1.39	0.00	0.00	2.13	3.31	1.40	-1.00	0.00	0.00	-6.77	822.20	
185.00	182395.10	18.90	2.50	2.10	62.01	-8.64	1.76	0.00	0.00	2.05	3.85	1.90	-1.00	0.00	0.00	-7.37	148.70	
186.00	182061.60	11.87	2.60	2.10	35.85	-7.75	-0.80	0.00	0.00	2.38	1.92	1.80	-1.00	0.00	0.00	-3.99	1095.20	
187.00	183275.90	25.91	1.90	2.10	75.90	-8.38	-0.24	0.00	0.00	1.42	3.36	1.40	-1.00	0.00	0.00	-14.63	1029.50	
188.00	184198.70	11.34	1.70	2.10	30.45	-8.71	-0.90	0.00	0.00	1.37	2.67	0.70	-1.00	0.00	0.00	-6.62	672.30	
189.00	185875.70	14.38	2.00	2.10	40.21	-8.03	0.58	0.00	0.00	1.44	3.40	1.40	-1.00	0.00	0.00	-8.00	1069.30	
190.00	185536.90	23.49	3.30	2.10	88.34	-9.01	0.18	0.00	0.00	1.44	4.46	2.50	-1.00	0.00	0.00	-13.01	730.50	
191.00	181981.10	13.76	2.50	2.10	42.47	-7.63	0.24	0.00	0.00	1.70	3.60	1.60	-1.00	0.00	0.00	-6.46	1014.70	
192.00	181857.60	16.81	1.60	2.10	45.10	-9.73	-1.42	0.00	0.00	1.25	3.04	1.10	-1.00	0.00	0.00	-10.74	891.20	
193.00	179635.50	21.22	2.70	2.10	65.96	-8.33	-2.35	0.00	0.00	1.78	3.55	1.60	-1.00	0.00	0.00	-9.51	1229.10	
194.00	177649.80	17.08	2.40	2.10	51.11	-7.99	1.20	0.00	0.00	2.04	3.49	1.50	-1.00	0.00	0.00	-6.70	523.40	
195.00	177319.80	18.97	1.50	2.10	46.85	-8.83	0.99	0.00	0.00	1.31	2.77	0.80	-1.00	0.00	0.00	-11.59	193.40	
196.00	179790.30	13.25	2.40	2.10	36.67	-9.78	-1.20	0.00	0.00	2.16	3.02	1.80	-1.00	0.00	0.00	-4.90	103.90	
197.00	180356.30	10.33	1.90	2.10	27.71	-9.27	-0.18	0.00	0.00	1.61	3.16	1.20	-1.00	0.00	0.00	-5.12	669.90	
198.00	181780.00	21.79	2.60	2.10	73.80	-8.81	1.28	0.00	0.00	1.40	3.96	2.00	-1.00	0.00	0.00	-12.45	813.60	
199.00	180800.50	11.35	4.50	2.10	31.52	-7.48	0.18	0.00	0.00	0.97	2.48	0.50	-1.00	0.00	0.00	-9.34	1114.10	
200.00	169488.60	17.18	2.80	2.10	56.24	-7.93	0.30	0.00	0.00	2.28	3.84	1.90	-1.00	0.00	0.00	-6.04	42.20	
201.00	169298.80	12.64	2.00	2.10	31.07	-8.90	1.02	0.00	0.00	1.79	2.38	1.30	-1.00	0.00	0.00	-5.65	1132.40	
202.00	159827.70	15.89	1.50	2.10	31.08	-6.54	-1.59	0.00	0.00	0.54	2.45	0.50	-1.00	0.00	0.00	-23.67	621.30	
203.00	159602.20	14.30	1.90	2.10	41.50	-7.73	-0.52	0.00	0.00	1.72	3.43	1.50	-1.00	0.00	0.00	-6.64	395.80	
204.00	159061.20	11.67	2.00	2.10	33.19	-9.06	0.11	0.00	0.00	1.78	3.38	1.40	-1.00	0.00	0.00	-5.24	1134.80	
205.00	159898.80	23.69	2.10	2.10	67.29	-8.20	0.71	0.00	0.00	1.50	3.29	1.30	-1.00	0.00	0.00	-12.64	692.40	
206.00	159917.60	11.96	3.50	2.10	40.74	-10.90	2.41	0.00	0.00	3.38	3.40	2.60	-1.00	0.00	0.00	-2.83	711.20	
207.00	160335.00	10.07	3.70	2.10	35.38	-8.36	0.46	0.00	0.00	3.52	3.32	2.40	-1.00	0.00	0.00	-2.29	1128.60	
208.00	160127.90	13.28	2.20	2.10	37.14	-7.55	1.93	0.00	0.00	1.36	3.26	1.30	-1.00	0.00	0.00	-7.79	921.50	
209.00	158623.10	13.57	2.20	2.10	38.21	-7.10	0.29	0.00	0.00	2.05	3.26	1.50	-1.00	0.00	0.00	-5.30	696.70	
210.00	158446.60	15.15	2.50	2.10	46.97	-7.70	-1.69	0.00	0.00	1.61	3.57	1.60	-1.00	0.00	0.00	-7.53	520.20	
211.00	88.20	19.19	1.90	2.10	51.41	-8.04	1.11	0.00	0.00	1.02	3.46	1.50	-1.00	0.00	0.00	-15.02	88.20	
212.00	156619.30	22.08	2.60	2.10	75.11	-10.80	1.06	0.00	0.00	2.30	3.87	1.90	-1.00	0.00	0.00	-7.68	1252.90	
213.00	156553.60	37.74	4.90	2.10	174.04	-9.47	1.37	0.00	0.00	3.36	4.99	3.00	-1.00	0.00	0.00	-8.98	1187.20	
214.00	156898.30	10.63	2.60	2.10	35.76	-8.47	0.24	0.00	0.00	1.99	3.90	2.20	-1.00	0.00	0.00	-4.27	251.90	
215.00	156982.90	13.56	2.80	2.10	40.88	-6.94	-1.38	0.00	0.00	1.51	3.24	1.30	-1.00	0.00	0.00	-7.17	336.50	
216.00	157435.80	18.06	2.30	2.10	57.89	-7.83	-0.58	0.00	0.00	1.86	3.64	1.70	-1.00	0.00	0.00	-7.77	789.40	
217.00	157183.90	15.90	2.60	2.10	53.76	-9.59	-0.51	0.00	0.00	1.26	3.54	2.10	-1.00	0.00	0.00	-10.11	537.50	
218.00	161017.30	18.55	3.70	2.10	75.47	-10.10	0.95	0.00	0.00	3.29	4.65	2.90	-1.00	0.00	0.00	-4.51	530.90	
219.00	161211.80	16.51	2.30	2.10	45.85	-8.32	-2.12	0.00	0.00	1.76	3.41	1.60	-1.00	0.00	0.00	-7.50	725.40	
220.00	165987.20	10.10	1.50	2.10	24.43	-9.60	-1.11	0.00	0.00	1.22	2.32	0.80	-1.00	0.00	0.00	-6.64	380.80	
221.00	165622.90	10.50	4.60	2.10	37.08	-7.70	-0.40	0.00	0.00	4.01	3.79	3.30	-1.00	0.00	0.00	-2.09	16.50	
222.00	165347.50	12.91	2.50	2.10	37.22	-7.76	0.84	0.00	0.00	2.22	3.61	1.70	-1.00	0.00	0.00	-4.64	1021.10	
223.00	167108.80	15.70	1.90	2.10	44.07	-9.37	-2.32	0.00	0.00	1.72	3.26	1.30	-1.00	0.00	0.00	-7.29	222.40	
224.00	167262.00	19.61	2.30	2.10	60.96	-8.72	0.98	0.00	0.00	1.77	3.66	1.70	-1.00	0.00	0.00	-8.88	375.60	
225.00	168113.50	12.40	1.90	2.10	30.20	-9.24	-0.68	0.00	0.00	1.31	3.12	1.30	-1.00	0.00	0.00	-7.56	1227.10	
226.00	167694.20	13.89	2.30	2.10	40.02	-9.29	-0.14	0.00	0.00	2.15	3.68	1.90	-1.00	0.00	0.00	-5.17	807.80	
227.00	165063.70	15.39	1.80	2.10	44.89	-8.09	-0.49	0.00	0.00	1.18	3.06	1.10	-1.00	0.00	0.00	-10.46	737.30	
228.00	164884.60	19.21	2.80	2.10	72.36	-8.58	0.82	0.00	0.00	1.08	4.25	2.30	-1.00	0.00	0.00	-14.19	558.20	
229.00	162810.60	10.29	1.10	2.10	20.64	-7.96	1.97	0.00	0.00	1.01	2.44	0.50	-1.00	0.00	0.00	-8.15	1044.20	
230.00	161520.80	13.91	3.10	2.10	49.71	-6.54	-2.26	0.00	0.00	2.87	4.43	2.60	-1.00	0.00	0.00	-3.87	1034.40	
231.00	162956.50	16.73	2.30	2.10	49.58	-8.07	0.53	0.00	0.00	1.97	3.62	1.70	-1.00	0.00	0.00	-6.80	1190.10	
232.00	163087.40	13.44	1.90	2.10	31.73	-9.68	-0.72	0.00	0.00	1.24	2.94	1.00	-1.00	0.00	0.00	-8.69	41.00	
233.00	163535.60	17.72	2.90	2.10	64.09	-9.20	-0.36	0.00	0.00	2.63	4.17	2.20	-1.00	0.00	0.00	-5.38	489.20	
234.00	163265.10	20.83	1.20	2.10	46.25	-8.32	1.28	0.00	0.00	1.00	2.63	0.70	-1.00	0.00	0.00	-16.59	218.70	
235.00	186215.70	12.59	1.70	2.10	34.30	-8.65	-0.28	0.00	0.00	1.37	3.12	1.20	-1.00	0.00	0.00	-7.33	129.30	
236.00	186965.10	18.78	2.30	2.10	58.19	-9.28	0.38	0.00	0.00	1.92	3.50	1.60	-1.00	0.00	0.00	-7.81	878.70	
237.00	206181.40	13.18	1.60	2.10	29.99	-9.43	0.02	0.00	0.00	1.38	2.92	1.00	-1.00	0.00	0.00	-7.67	895.00	
238.00	206143.60	13.92	1.80	2.10	38.17	-9.65	-0.82	0.00	0.00	1.17	3.06	1.10	-1.00	0.00	0.00	-9.48	857.20	
239.00	205901.40	18.26	2.50	2.10	58.78	-12.30	-1.56	0.00	0.00	1.64	3.72	1.80	-1.00	0.00	0.00	-8.91	615.00	
240.00	206653.10	12.12	1.60	2.10	32.81	-9.15	-1.79	0.00	0.00	1.38	2.92	1.00	-1.00	0.00	0.00	-7.03	86.70	
241.00	206726.00	12.29	2.60	2.10	39.56	-10.05	0.24	0.00	0.00	2.36	3.67	2.10	-1.00	0.00	0.00	-4.17	159.60	
242.00	206957.70	20.70	3.00	2.10	66.21	-8.52	-0.40	0.00	0.00	2.06	3.66	1.70	-1.00	0.00	0.00	-8.03	391.30	
243.00	206820.10	20.75	2.50	2.10	64.35	-8.67	0.07	0.00	0.00	1.86	3.64	1.70	-1.00	0.00	0.00	-8.90	253.70	
244.00	205884.40	22.93	2.70	2.10	84.49	-9.44	-1.78	0.00	0.00	2.17	4.01	2.10	-1.00	0.00	0.00	-8.46	598.00	
245.00	205824.00	21.77	2.10	2.10	61.29	-9.23	-1.48	0.00	0.00	1.61	3.40	1.50	-1.00	0.00	0.00	-10.85	537.60	
246.00	203694.40	13.01	2.70	2.10	43.71	-9.08	2.85	0.00	0.00	2.43	4.16	2.20	-1.00	0.00	0.00	-4.27	968.00	
247.00	203659.20	17.29	1.50	2.10	40.81	-8.30	-0.70	0.00	0.00	1.31	2.84	0.90	-1.00	0.00	0.00	-10.56	932.80	
248.00	203173.30	12.26	3.20	2.40	47.99	-9.55	-0.70	0.00	0.00	2.89	2.71	2.40	-1.00	0.00	0.00	-3.39	62.90	
249.00	204585.00	18.63	2.30	2.10	57.17	-7.99	1.83	0.00	0.00	1.88	3.41	1.50	-1.00	0.00	0.00	-7.92	578.60	
250.00	204796.30	15.49	1.90	2.10	45.12	-7.46	0.17	0.00	0.00	1.38	3.50	1.60	-1.00	0.00	0.00	-8.97	789.90	
251.00	205593.00	21.70	1.70	2.10	60.20	-10.27	0.63	0.00	0.00	1.31	2.94	1.00	-1.00	0.00	0.00	-13.22	306.60	
252.00	205446.80	17.44	2.10	2.10	57.18	-8.90	-0.20	0.00	0.00	1.25	3.71	1.80	-1.00	0.00	0.00	-11.15	160.40	
253.00	207333.80	19.64	2.20	2.10	61.15	-8.62	-0.32	0.00	0.00	1.89	3.66	1.70	-1.00	0.00	0.00	-8.33	767.40	
254.00	207770.50	23.05	2.20	2.10	75.19	-9.16	-0.61	0.00	0.00	1.61	3.62	1.70	-1.00	0.00	0.00	-11.46	1204.10	
255.00	215447.40	18.16	2.70	2.10	62.71	-11.32	1.01	0.00	0.00	2.45	3.89	1.90	-1.00	0.00	0.00	-5.94	1201.00	
256.00	215149.50	14.84	2.50	2.10	44.67	-9.49	-0.61	0.00	0.00	2.14	3.59	1.60	-1.00	0.00	0.00	-5.55	903.10	
257.00	212730.00	21.12	2.00	2.10	56.76	-9.56	-0.13	0.00	0.00	1.62	3.16	1.20	-1.00	0.00	0.00	-10.40	1043.60	
258.00	215607.40	18.36	2.50	2.10	61.64	-9.69	1.26	0.00	0.00	1.45	3.80	1.90	-1.00	0.00	0.00	-10.11	81.00	
259.00	215660.80	11.74	1.70	2.10	29.19	-10.41	0.17	0.00	0.00	1.49	2.82	1.30	-1.00	0.00	0.00	-6.31	134.40	
260.00	216845.40	18.52	2.40	2.10	60.22	-8.12	0.59	0.00	0.00	1.86	3.74	1.80	-1.00	0.00	0.00	-7.96	39.00	
261.00	216225.90	29.10	2.40	2.10	85.02	-7.06	-1.37	0.00	0.00	1.48	3.35	1.40	-1.00	0.00	0.00	-15.70	699.50	
262.00	212468.00	24.20	2.30	2.10	70.62	-8.72	-0.93	0.00	0.00	1.83	3.50	1.60	-1.00	0.00	0.00	-10.59	781.60	
263.00	212129.40	20.92	4.10	2.10	81.11	-8.10	0.19	0.00	0.00	1.53	4.21	2.30	-1.00	0.00	0.00	-10.97	443.00	
264.00	209559.20	20.49	1.90	2.10	61.41	-8.85	0.17	0.00	0.00	1.65	3.42	1.50	-1.00	0.00	0.00	-9.91	432.80	
265.00	209353.90	17.86	3.20	2.10	68.19	-9.22	-1.83	0.00	0.00	2.08	4.38	2.40	-1.00	0.00	0.00	-6.86	227.50	
266.00	211429.80	11.44	2.00	2.10	28.43	-7.76	-1.10	0.00	0.00	1.78	3.11	1.20	-1.00	0.00	0.00	-5.14	1023.40	
267.00	211706.60	19.12	2.60	2.10	67.39	-7.65	0.41	0.00	0.00	1.73	4.01	2.10	-1.00	0.00	0.00	-8.84	20.20	
268.00	246818.40	25.06	2.30	2.10	72.80	-8.64	-0.90	0.00	0.00	1.67	3.15	1.20	-1.00	0.00	0.00	-11.97	572.00	
269.00	211761.60	16.69	1.60	2.10	41.46	-9.09	0.56	0.00	0.00	1.40	2.94	1.00	-1.00	0.00	0.00	-9.51	75.20	
270.00	202808.40	13.95	2.50	2.10	38.29	-8.17	-0.83	0.00	0.00	1.72	3.25	1.30	-1.00	0.00	0.00	-6.49	82.00	
271.00	202484.20	15.52	5.40	7.20	98.90	-8.42	-0.68	0.00	0.00	3.04	5.07	1.50	-1.00	0.00	0.00	-4.08	141.80	
272.00	191339.40	14.65	3.20	2.10	47.74	-9.04	-0.66	0.00	0.00	2.22	3.92	2.00	-1.00	0.00	0.00	-5.28	133.00	
273.00	191030.30	14.91	3.40	2.10	51.90	-7.72	-0.13	0.00	0.00	3.20	4.33	2.40	-1.00	0.00	0.00	-3.72	1103.90	
274.00	190656.80	10.26	2.80	2.10	35.59	-9.52	-1.31	0.00	0.00	2.30	3.96	2.00	-1.00	0.00	0.00	-3.57	730.40	
275.00	191698.30	12.45	1.60	2.10	31.07	-9.04	3.29	0.00	0.00	1.41	2.90	1.00	-1.00	0.00	0.00	-7.06	491.90	
276.00	192373.70	12.65	3.10	2.10	47.16	-9.24	-1.29	0.00	0.00	2.95	4.39	2.40	-1.00	0.00	0.00	-3.43	1167.30	
277.00	195864.90	15.54	2.80	2.10	51.50	-9.96	-0.86	0.00	0.00	2.57	3.66	1.70	-1.00	0.00	0.00	-4.83	818.50	
278.00	195302.60	15.05	2.30	2.10	47.34	-10.37	-0.17	0.00	0.00	2.03	3.60	1.70	-1.00	0.00	0.00	-5.94	256.20	
279.00	190495.80	28.49	2.00	2.10	84.18	-7.77	-1.00	0.00	0.00	1.32	3.35	1.40	-1.00	0.00	0.00	-17.28	569.40	
280.00	190215.90	14.27	1.80	2.10	36.31	-8.08	0.08	0.00	0.00	1.47	3.05	1.10	-1.00	0.00	0.00	-7.79	289.50	
281.00	187631.20	12.22	1.60	2.10	27.58	-9.82	-1.08	0.00	0.00	1.30	2.59	1.10	-1.00	0.00	0.00	-7.52	264.80	
282.00	187608.00	13.51	2.70	2.10	44.07	-9.80	2.29	0.00	0.00	2.43	4.27	2.30	-1.00	0.00	0.00	-4.44	241.60	
283.00	187420.10	21.87	2.30	2.10	68.04	-8.60	0.59	0.00	0.00	1.98	3.70	1.80	-1.00	0.00	0.00	-8.82	53.70	
284.00	188016.70	20.62	2.40	2.10	68.07	-8.09	0.24	0.00	0.00	1.42	3.74	1.80	-1.00	0.00	0.00	-11.62	650.30	
285.00	188504.40	14.07	2.60	2.10	42.96	-9.12	0.84	0.00	0.00	1.80	3.52	1.80	-1.00	0.00	0.00	-6.24	1138.00	
286.00	189976.00	12.17	2.70	2.10	35.53	-8.11	-0.23	0.00	0.00	2.50	3.77	1.80	-1.00	0.00	0.00	-3.90	49.60	
287.00	189760.40	15.32	2.30	2.10	46.18	-8.16	-0.17	0.00	0.00	2.11	3.66	1.70	-1.00	0.00	0.00	-5.81	1114.00	
288.00	196227.20	14.11	2.80	2.10	48.03	-8.59	-1.68	0.00	0.00	1.66	3.76	1.80	-1.00	0.00	0.00	-6.82	1180.80	
289.00	196809.50	32.13	2.00	2.10	98.69	-9.56	2.56	0.00	0.00	1.47	3.58	1.60	-1.00	0.00	0.00	-17.48	483.10	
290.00	201200.80	10.83	2.10	2.10	32.17	-10.23	-1.49	0.00	0.00	1.87	3.60	1.60	-1.00	0.00	0.00	-4.63	1034.40	
291.00	200303.30	19.27	1.80	2.10	49.53	-9.24	-0.42	0.00	0.00	1.51	2.99	1.00	-1.00	0.00	0.00	-10.20	136.90	
292.00	200067.70	12.07	2.50	8.10	85.77	-7.82	2.95	0.00	0.00	2.18	7.09	2.10	-1.00	0.00	0.00	-4.42	29.30	
293.00	201410.80	33.08	1.90	5.80	163.63	-9.74	-1.33	0.00	0.00	1.31	4.97	1.20	-1.00	0.00	0.00	-20.24	220.40	
294.00	201983.30	23.28	1.70	2.10	63.42	-9.41	0.48	0.00	0.00	1.28	3.13	1.20	-1.00	0.00	0.00	-14.55	536.90	
295.00	202459.30	16.53	1.20	2.10	37.09	-9.34	0.19	0.00	0.00	0.68	2.25	0.90	-1.00	0.00	0.00	-19.40	1012.90	
296.00	202181.50	16.85	3.20	2.10	60.33	-9.39	-0.82	0.00	0.00	2.39	3.88	1.90	-1.00	0.00	0.00	-5.64	735.10	
297.00	199923.40	20.76	2.90	2.10	72.93	-9.12	-0.29	0.00	0.00	2.06	4.16	2.20	-1.00	0.00	0.00	-8.08	1037.00	
298.00	199846.60	24.82	1.80	2.10	69.28	-9.37	0.53	0.00	0.00	1.45	3.12	1.20	-1.00	0.00	0.00	-13.68	960.20	
299.00	197224.80	16.47	4.20	2.10	59.40	-10.00	-0.37	0.00	0.00	2.76	4.07	2.10	-1.00	0.00	0.00	-4.78	898.40	
300.00	197167.70	20.54	2.40	2.10	57.71	-9.11	0.86	0.00	0.00	1.18	3.05	1.10	-1.00	0.00	0.00	-13.94	841.30	
301.00	198612.60	19.12	1.90	2.10	52.48	-9.34	-0.01	0.00	0.00	1.42	3.27	1.30	-1.00	0.00	0.00	-10.80	1006.20	
302.00	198783.80	20.70	2.40	2.10	65.17	-8.71	1.11	0.00	0.00	1.64	3.48	1.50	-1.00	0.00	0.00	-10.12	1177.40	
303.00	199646.00	15.70	1.40	2.10	36.11	-9.07	2.15	0.00	0.00	1.08	2.68	0.70	-1.00	0.00	0.00	-11.66	759.60	
304.00	199088.30	11.78	2.20	2.10	29.77	-8.92	-0.48	0.00	0.00	1.96	3.52	1.60	-1.00	0.00	0.00	-4.81	201.90	
305.00	217467.20	12.69	2.50	2.10	36.12	-8.73	-0.60	0.00	0.00	2.21	3.54	1.60	-1.00	0.00	0.00	-4.59	660.80	
306.00	248887.20	18.58	2.90	2.10	69.45	-8.10	-2.43	0.00	0.00	2.61	4.26	2.30	-1.00	0.00	0.00	-5.69	80.80	
307.00	319480.40	28.24	3.80	2.10	109.42	-12.30	-2.05	0.00	0.00	3.19	4.58	2.60	-1.00	0.00	0.00	-7.08	274.00	
308.00	319326.50	15.40	1.80	2.10	41.15	-11.83	-1.59	0.00	0.00	1.55	3.11	1.20	-1.00	0.00	0.00	-7.97	120.10	
309.00	318979.90	20.27	2.30	2.10	64.33	-11.51	0.03	0.00	0.00	1.75	3.77	1.80	-1.00	0.00	0.00	-9.25	1053.50	
310.00	319562.70	18.97	1.60	2.10	48.49	-12.33	0.28	0.00	0.00	1.31	2.89	0.90	-1.00	0.00	0.00	-11.56	356.30	
311.00	320106.70	13.83	1.50	2.10	33.42	-11.22	0.78	0.00	0.00	1.23	2.87	1.00	-1.00	0.00	0.00	-9.01	900.30	
312.00	321563.70	20.58	2.60	2.10	68.49	-10.20	-0.55	0.00	0.00	2.20	3.94	2.00	-1.00	0.00	0.00	-7.47	1077.30	
313.00	321222.00	11.07	2.90	2.10	30.97	-11.68	-1.33	0.00	0.00	1.97	3.10	1.10	-1.00	0.00	0.00	-4.50	735.60	
314.00	318530.70	15.29	1.30	2.10	35.45	-11.62	-1.87	0.00	0.00	1.14	2.60	0.60	-1.00	0.00	0.00	-10.72	604.30	
315.00	318236.20	22.30	2.40	2.10	73.42	-11.10	0.00	0.00	0.00	2.08	3.55	1.60	-1.00	0.00	0.00	-8.60	309.80	
316.00	316001.90	15.78	3.20	2.10	52.76	-13.18	-1.39	0.00	0.00	2.43	4.06	2.10	-1.00	0.00	0.00	-5.20	635.50	
317.00	315974.20	14.37	2.00	2.10	37.76	-12.03	-0.93	0.00	0.00	1.64	3.06	1.10	-1.00	0.00	0.00	-7.00	607.80	
318.00	315778.50	14.92	3.30	2.10	44.87	-12.92	-1.38	0.00	0.00	2.36	3.73	1.80	-1.00	0.00	0.00	-5.05	412.10	
319.00	316096.20	12.47	2.80	2.10	37.84	-11.85	-0.58	0.00	0.00	1.83	3.22	1.30	-1.00	0.00	0.00	-5.44	729.80	
320.00	316886.60	18.59	2.20	2.10	57.58	-11.05	1.96	0.00	0.00	1.85	3.50	1.50	-1.00	0.00	0.00	-8.05	240.20	
321.00	317555.90	16.15	2.20	2.10	51.66	-15.50	-3.58	0.00	0.00	1.99	3.56	1.60	-1.00	0.00	0.00	-6.49	909.50	
322.00	317521.60	40.18	5.00	2.10	164.29	-13.94	1.40	0.00	0.00	3.58	3.78	1.80	-1.00	0.00	0.00	-8.98	875.20	
323.00	322024.10	12.16	1.80	2.10	31.19	-11.14	0.80	0.00	0.00	1.33	3.03	1.10	-1.00	0.00	0.00	-7.33	257.70	
324.00	322430.70	11.86	2.00	2.10	36.26	-12.22	2.34	0.00	0.00	1.70	3.50	1.60	-1.00	0.00	0.00	-5.60	664.30	
325.00	328877.60	21.00	2.00	2.10	58.06	-10.75	0.50	0.00	0.00	1.60	3.25	1.30	-1.00	0.00	0.00	-10.50	711.20	
326.00	328626.70	17.77	3.80	2.10	72.09	-10.53	-0.36	0.00	0.00	3.07	4.81	2.90	-1.00	0.00	0.00	-4.64	460.30	
327.00	327956.70	17.69	2.30	2.10	54.00	-10.67	0.08	0.00	0.00	1.82	3.36	1.90	-1.00	0.00	0.00	-7.76	1070.30	
328.00	329356.70	21.62	4.10	2.10	91.37	-11.04	-0.18	0.00	0.00	3.07	4.67	2.70	-1.00	0.00	0.00	-5.63	1190.30	
329.00	329557.10	17.94	2.30	2.10	54.36	-11.71	1.38	0.00	0.00	1.68	3.65	1.70	-1.00	0.00	0.00	-8.54	110.70	
330.00	331535.80	23.35	2.70	2.10	77.70	-10.51	0.09	0.00	0.00	1.50	3.87	1.90	-1.00	0.00	0.00	-12.44	809.40	
331.00	330231.40	13.56	2.30	2.10	43.63	-10.13	-1.87	0.00	0.00	1.17	3.74	1.80	-1.00	0.00	0.00	-9.28	785.00	
332.00	327864.00	11.21	3.20	2.10	39.87	-10.57	-1.18	0.00	0.00	2.98	4.35	2.40	-1.00	0.00	0.00	-3.01	977.60	
333.00	327428.90	15.37	2.60	2.10	43.39	-11.37	-1.79	0.00	0.00	1.83	3.39	1.40	-1.00	0.00	0.00	-6.72	542.50	
334.00	323177.30	13.54	1.20	2.10	32.69	-11.77	-0.39	0.00	0.00	0.86	2.69	0.70	-1.00	0.00	0.00	-12.53	130.90	
335.00	322858.60	15.09	1.40	2.10	38.25	-10.57	-0.82	0.00	0.00	1.08	2.88	0.90	-1.00	0.00	0.00	-11.18	1092.20	
336.00	322683.40	16.76	3.40	2.10	63.09	-10.52	-1.37	0.00	0.00	2.79	4.46	2.50	-1.00	0.00	0.00	-4.80	917.00	
337.00	325951.90	18.17	2.60	2.10	52.21	-10.91	1.01	0.00	0.00	1.50	3.10	1.10	-1.00	0.00	0.00	-9.69	345.50	
338.00	326446.60	29.06	2.50	2.10	101.18	-12.13	1.19	0.00	0.00	1.20	3.84	1.90	-1.00	0.00	0.00	-19.33	840.20	
339.00	326656.50	11.66	4.40	2.10	50.65	-11.93	1.57	0.00	0.00	4.24	4.89	3.40	-1.00	0.00	0.00	-2.20	1050.10	
340.00	326609.30	12.67	1.70	2.10	33.76	-11.00	-0.21	0.00	0.00	1.47	2.87	0.90	-1.00	0.00	0.00	-6.92	1002.90	
341.00	315532.30	11.85	2.80	2.10	32.85	-13.42	-2.37	0.00	0.00	2.41	2.88	1.50	-1.00	0.00	0.00	-3.93	165.90	
342.00	315418.60	10.54	1.60	2.10	23.74	-13.56	-0.10	0.00	0.00	1.31	2.63	0.70	-1.00	0.00	0.00	-6.45	52.20	
343.00	302257.00	22.08	1.90	2.10	64.90	-12.92	-1.52	0.00	0.00	1.48	3.27	1.30	-1.00	0.00	0.00	-11.94	970.60	
344.00	302184.00	17.18	2.90	2.10	55.08	-8.92	-0.30	0.00	0.00	1.79	3.55	1.60	-1.00	0.00	0.00	-7.66	897.60	
345.00	302102.00	11.99	3.20	2.10	40.36	-12.16	1.44	0.00	0.00	2.97	3.81	2.10	-1.00	0.00	0.00	-3.23	815.60	
346.00	302489.60	26.08	1.50	2.10	63.86	-10.75	2.41	0.00	0.00	1.14	2.73	0.80	-1.00	0.00	0.00	-18.29	1203.20	
347.00	302719.50	14.02	1.60	2.10	31.52	-10.24	-0.27	0.00	0.00	0.79	2.53	0.60	-1.00	0.00	0.00	-14.24	153.10	
348.00	305304.60	23.30	2.70	2.10	74.67	-10.26	-2.42	0.00	0.00	2.02	3.58	1.60	-1.00	0.00	0.00	-9.24	178.20	
349.00	304613.40	20.21	1.80	2.10	59.39	-11.26	-0.56	0.00	0.00	1.49	3.28	1.30	-1.00	0.00	0.00	-10.89	767.00	
350.00	301777.80	16.01	2.40	2.10	53.76	-9.52	-0.07	0.00	0.00	1.69	3.74	1.80	-1.00	0.00	0.00	-7.60	491.40	
351.00	301296.30	23.37	2.50	2.10	83.18	-11.88	-0.60	0.00	0.00	1.98	4.04	2.10	-1.00	0.00	0.00	-9.45	9.90	
352.00	299761.40	17.18	3.60	2.10	62.10	-11.19	0.96	0.00	0.00	3.00	4.14	2.20	-1.00	0.00	0.00	-4.58	1035.00	
353.00	299556.30	11.61	1.70	2.10	29.83	-14.97	-1.35	0.00	0.00	1.37	3.09	1.10	-1.00	0.00	0.00	-6.80	829.90	
354.00	299538.80	26.05	2.40	2.10	80.85	-10.61	1.29	0.00	0.00	1.78	3.57	1.60	-1.00	0.00	0.00	-11.70	812.40	
355.00	299847.10	18.97	1.90	2.10	51.79	-12.41	-0.55	0.00	0.00	1.64	3.30	1.30	-1.00	0.00	0.00	-9.25	1120.70	
